Sr. No,Date,Location,CtN,CtE,CtRdRp,PCR Result
946.0,14-06-2022," Jai Bhavani Nagar, Pashan",36.0,36.0,35.0,Positive
947.0,14-06-2022,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
948.0,15-06-2022,"Dattawadi, Rajaram Bridge",30.0,35.0,34.0,Positive
949.0,15-06-2022,"Vitthalwadi-Hingne Shantinagar,",30.0,36.0,34.0,Positive
950.0,15-06-2022,"Kasba Peth, Juna Bazaar, Shivajinagar",30.0,35.0,34.0,Positive
951.0,15-06-2022,"RTO Office, Alandi road, Yerwada",37.0,35.0,36.0,Positive
952.0,15-06-2022,"Shantinagar, Vishrantwadi",29.0,33.0,33.0,Positive
953.0,16-06-2022,Dapodi-Sangvi,30.0,35.0,36.0,Positive
954.0,16-06-2022,"60-feet road, Pimple Gurav",31.0,36.0,36.0,Positive
955.0,16-06-2022,"Kasarwadi, Pimple gurav road",37.0,34.0,33.0,Positive
956.0,16-06-2022,"Shastri Nagar, Pimpri",31.0,36.0,35.0,Positive
957.0,16-06-2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
958.0,17-06-2022,Dapodi Harris Bridge,30.0,36.0,36.0,Positive
959.0,17-06-2022,"Dapodi, Sai service",25.0,35.0,33.0,Positive
960.0,17-06-2022,"Wolf Colony, Pimpri",29.0,36.0,35.0,Positive
961.0,17-06-2022,"Kalewadi, Adarsh Nagar",0.0,0.0,0.0,Negative
962.0,17-06-2022,"Rahatani, New DP road",29.0,34.0,32.0,Positive
963.0,20-06-2022,"Shivajinagar, Vaidhwadi Nala catchment",0.0,0.0,0.0,Negative
964.0,20-06-2022,"Shivajinagar, Chaturshrungi Nala Catchment",30.0,35.0,34.0,Positive
965.0,20-06-2022,Kothrud Sanjeevan hospital,0.0,0.0,0.0,Negative
966.0,20-06-2022,Kothrud Karve road,0.0,0.0,0.0,Negative
967.0,20-06-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",31.0,34.0,33.0,Positive
968.0,20-06-2022,"Bus Depot (main), Kothrud",25.0,30.0,29.0,Positive
969.0,21-06-2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
970.0,21-06-2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
971.0,21-06-2022,Aundh,35.0,38.0,35.0,Positive
972.0,21-06-2022,"DP road, Botanical Garden, Aundh,",30.0,36.0,34.0,Positive
973.0,21-06-2022,"Balewadi Phata, Baner",0.0,0.0,0.0,Negative
974.0,21-06-2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
975.0,22-06-2022,"Dattawadi, Rajaram Bridge",27.0,31.0,30.0,Positive
976.0,22-06-2022,"Vitthalwadi-Hingne Shantinagar,",28.0,32.0,31.0,Positive
977.0,22-06-2022,"Kasba Peth, Juna Bazaar, Shivajinagar",30.0,33.0,33.0,Positive
978.0,23-06-2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
979.0,23-06-2022,"Shastri Nagar, Pimpri",32.0,35.0,33.0,Positive
980.0,23-06-2022,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
981.0,23-06-2022,"60-feet road, Pimple Gurav",0.0,0.0,0.0,Negative
982.0,23-06-2022,Dapodi-Sangvi,31.0,33.0,34.0,Positive
983.0,24-06-2022,"Rahatani, New DP road",30.0,33.0,32.0,Positive
984.0,24-06-2022,"Kalewadi, Adarsh Nagar",0.0,0.0,0.0,Negative
985.0,24-06-2022,"Dapodi, Sai service",32.0,34.0,33.0,Positive
986.0,24-06-2022,Dapodi Harris Bridge,33.0,39.0,34.0,Positive
987.0,24-06-2022,"Wolf Colony, Pimpri",33.0,37.0,34.0,Positive
988.0,27-06-2022,"Shivajinagar, Vaidhwadi Nala catchment",28.7,33.0,32.4,Positive
989.0,27-06-2022,"Shivajinagar, Chaturshrungi Nala Catchment",30.2,33.2,32.1,Positive
990.0,27-06-2022,Kothrud Sanjeevan hospital,32.8,36.9,34.9,Positive
991.0,27-06-2022,Kothrud Karve road,0.0,0.0,0.0,Negative
992.0,27-06-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",28.3,32.4,31.2,Positive
993.0,27-06-2022,"Bus Depot (main), Kothrud",27.7,31.4,30.7,Positive
994.0,28-06-2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
995.0,28-06-2022,"  Someshwarwadi, Pashan",30.5,34.1,33.2,Positive
996.0,28-06-2022,Aundh,28.8,32.7,31.8,Positive
997.0,28-06-2022,"DP road, Botanical Garden, Aundh,",31.8,34.5,33.2,Positive
998.0,28-06-2022,"Balewadi Phata, Baner",27.9,32.2,31.4,Positive
999.0,28-06-2022,"Mahalunge Road, Baner",31.9,35.5,34.3,Positive
1000.0,29-06-2022,"Shantinagar, Vishrantwadi",28.8,32.5,32.0,Positive
1001.0,29-06-2022,"RTO Office, Alandi road, Yerwada",0.0,0.0,0.0,Negative
1002.0,29-06-2022,"Kasba Peth, Juna Bazaar, Shivajinagar",29.2,33.0,31.9,Positive
1003.0,29-06-2022,"Vitthalwadi-Hingne Shantinagar,",33.8,38.7,35.0,Positive
1004.0,29-06-2022,"Dattawadi, Rajaram Bridge",0.0,0.0,0.0,Negative
1005.0,30-06-2022,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1006.0,30-06-2022,"60-feet road, Pimple Gurav",0.0,0.0,0.0,Negative
1007.0,30-06-2022,"Kasarwadi, Pimple gurav road",32.1,32.8,33.6,Positive
1008.0,30-06-2022,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1009.0,30-06-2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1010.0,1/7/2022,"Kalewadi, Adarsh Nagar",0.0,0.0,0.0,Negative
1011.0,1/7/2022,"Rahatani, New DP road",0.0,0.0,0.0,Negative
1012.0,1/7/2022,"Wolf Colony, Pimpri",29.2,33.4,32.4,Positive
1013.0,1/7/2022,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1014.0,1/7/2022,Dapodi Harris Bridge,34.2,0.0,34.9,Positive
1015.0,4/7/2022,"Shivajinagar, Vaidhwadi Nala catchment",28.2,33.4,32.3,Positive
1016.0,4/7/2022,"Shivajinagar, Chaturshrungi Nala Catchment",26.5,31.0,30.1,Positive
1017.0,4/7/2022,Kothrud Sanjeevan hospital,29.0,33.0,32.3,Positive
1018.0,4/7/2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1019.0,4/7/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",27.8,32.0,31.1,Positive
1020.0,4/7/2022,"Bus Depot (main), Kothrud",27.6,32.5,30.9,Positive
1021.0,5/7/2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1022.0,5/7/2022,"  Someshwarwadi, Pashan",29.9,34.6,34.0,Positive
1023.0,5/7/2022,Aundh,31.6,35.2,34.5,Positive
1024.0,5/7/2022,"DP road, Botanical Garden, Aundh,",28.9,33.0,32.1,Positive
1025.0,5/7/2022,"Balewadi Phata, Baner",29.2,34.0,33.2,Positive
1026.0,5/7/2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1027.0,6/7/2022,"Dattawadi, Rajaram Bridge",28.6,32.4,31.8,Positive
1028.0,6/7/2022,"Vitthalwadi-Hingne Shantinagar,",28.0,32.2,31.3,Positive
1029.0,6/7/2022,"Kasba Peth, Juna Bazaar, Shivajinagar",27.6,31.2,30.3,Positive
1030.0,6/7/2022,"RTO Office, Alandi road, Yerwada",28.0,32.3,31.3,Positive
1031.0,6/7/2022,"Shantinagar, Vishrantwadi",30.4,34.0,33.3,Positive
1032.0,7/7/2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1033.0,7/7/2022,"Shastri Nagar, Pimpri",0.0,34.2,33.5,Positive
1034.0,7/7/2022,"Kasarwadi, Pimple gurav road",34.3,34.4,34.1,Positive
1035.0,7/7/2022,"60-feet road, Pimple Gurav",29.0,33.9,32.0,Positive
1036.0,7/7/2022,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1037.0,8/7/2022,"Rahatani, New DP road",29.0,33.2,32.1,Positive
1038.0,8/7/2022,"Kalewadi, Adarsh Nagar",29.1,32.4,32.9,Positive
1039.0,8/7/2022,"Wolf Colony, Pimpri",29.8,33.7,32.9,Positive
1040.0,8/7/2022,"Dapodi, Sai service",30.9,34.2,33.2,Positive
1041.0,8/7/2022,Dapodi Harris Bridge,29.3,32.9,32.0,Positive
1042.0,11/7/2022,"Shivajinagar, Vaidhwadi Nala catchment",29.6,32.9,31.9,Positive
1043.0,11/7/2022,"Shivajinagar, Chaturshrungi Nala Catchment",29.3,32.3,31.2,Positive
1044.0,11/7/2022,Kothrud Sanjeevan hospital,31.8,35.1,34.1,Positive
1045.0,11/7/2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1046.0,11/7/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",31.8,35.2,33.4,Positive
1047.0,11/7/2022,"Bus Depot (main), Kothrud",30.0,34.3,32.5,Positive
1048.0,12/7/2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1049.0,12/7/2022,"  Someshwarwadi, Pashan",31.1,34.2,33.0,Positive
1050.0,12/7/2022,Aundh,0.0,0.0,0.0,Negative
1051.0,12/7/2022,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1052.0,12/7/2022,"Balewadi Phata, Baner",0.0,0.0,0.0,Negative
1053.0,12/7/2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1054.0,13-07-2022,"Dattawadi, Rajaram Bridge",0.0,0.0,0.0,Negative
1055.0,13-07-2022,"Vitthalwadi-Hingne Shantinagar,",0.0,0.0,0.0,Negative
1056.0,13-07-2022,"Kasba Peth, Juna Bazaar, Shivajinagar",0.0,0.0,0.0,Negative
1057.0,13-07-2022,"Shantinagar, Vishrantwadi",0.0,0.0,0.0,Negative
1058.0,14-07-2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1059.0,14-07-2022,"Shastri Nagar, Pimpri",0.0,0.0,0.0,Negative
1060.0,14-07-2022,"Kasarwadi, Pimple gurav road",0.0,0.0,0.0,Negative
1061.0,14-07-2022,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1062.0,15-07-2022,"Rahatani, New DP road",0.0,0.0,0.0,Negative
1063.0,15-07-2022,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1064.0,15-07-2022,Dapodi Harris Bridge,32.0,35.3,34.3,Positive
1065.0,18-07-2022,"Shivajinagar, Vaidhwadi Nala catchment",28.9,32.6,32.1,Positive
1066.0,18-07-2022,"Shivajinagar, Chaturshrungi Nala Catchment",0.0,34.3,33.0,Positive
1067.0,18-07-2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1068.0,18-07-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",30.4,33.6,0.0,Positive
1069.0,18-07-2022,"Bus Depot (main), Kothrud",25.3,29.7,28.9,Positive
1070.0,19-07-2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1071.0,19-07-2022,"Balewadi Phata, Baner",30.0,34.8,34.1,Positive
1072.0,19-07-2022,Aundh,0.0,0.0,0.0,Negative
1073.0,19-07-2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1074.0,19-07-2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1075.0,19-07-2022,"DP road, Botanical Garden, Aundh,",0.0,0.0,0.0,Negative
1076.0,20-07-2022,"RTO Office, Alandi road, Yerwada",30.1,33.5,32.1,Positive
1077.0,20-07-2022,"Shantinagar, Vishrantwadi",29.9,33.5,33.2,Positive
1078.0,20-07-2022," Kasba Peth, Juna Bazaar, Shivajinagar",28.6,32.6,31.7,Positive
1079.0,20-07-2022," Dattawadi, Rajaram Bridge",28.5,32.9,32.0,Positive
1080.0,20-07-2022,"Vitthalwadi-Hingne Shantinagar,",0.0,0.0,0.0,Negative
1081.0,21-07-2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1082.0,21-07-2022,"Shastri Nagar, Pimpri",32.5,36.5,35.2,Positive
1083.0,21-07-2022,"Kasarwadi, Pimple gurav road",30.7,34.4,33.1,Positive
1084.0,21-07-2022,"60-feet road, Pimple Gurav",29.8,0.0,32.7,Positive
1085.0,21-07-2022,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1086.0,22-07-2022,"Rahatani, New DP road",30.1,34.4,32.8,Positive
1087.0,22-07-2022,"Wolf Colony, Pimpri",31.5,35.1,35.2,Positive
1088.0,22-07-2022,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1089.0,22-07-2022,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1090.0,25-07-2022,"Shivajinagar, Vaidhwadi Nala catchment",31.3,36.3,33.4,Positive
1091.0,25-07-2022,"Shivajinagar, Chaturshrungi Nala Catchment",31.1,35.7,33.6,Positive
1092.0,25-07-2022,Kothrud Sanjeevan hospital,36.7,0.0,37.1,Negative
1093.0,25-07-2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1094.0,25-07-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",0.0,0.0,0.0,Negative
1095.0,25-07-2022,"Bus Depot (main), Kothrud",30.4,37.2,34.4,Positive
1096.0,26-07-2022,"Mahalunge Road, Baner",35.5,0.0,0.0,Negative
1097.0,26-07-2022,"Balewadi Phata, Baner",28.9,33.3,32.1,Positive
1098.0,26-07-2022,Aundh,37.0,0.0,0.0,Negative
1099.0,26-07-2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1100.0,26-07-2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1101.0,26-07-2022,"DP road, Botanical Garden, Aundh,",33.2,38.8,34.2,Positive
1102.0,27-07-2022," Dattawadi, Rajaram Bridge",34.1,38.5,36.9,Negative
1103.0,27-07-2022,"Vitthalwadi-Hingne Shantinagar,",0.0,0.0,34.4,Negative
1104.0,27-07-2022," Kasba Peth, Juna Bazaar, Shivajinagar",28.6,33.5,31.7,Positive
1105.0,27-07-2022,"RTO Office, Alandi road, Yerwada",30.2,34.1,32.4,Positive
1106.0,27-07-2022,"Shantinagar, Vishrantwadi",31.1,35.0,33.5,Positive
1107.0,28-07-2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1108.0,28-07-2022,"Shastri Nagar, Pimpri",0.0,34.8,33.1,Positive
1109.0,28-07-2022,"Kasarwadi, Pimple gurav road",29.5,0.0,32.2,Positive
1110.0,28-07-2022,"60-feet road, Pimple Gurav",0.0,0.0,0.0,Negative
1111.0,28-07-2022,Dapodi-Sangvi,31.7,0.0,34.6,Positive
1112.0,29-07-2022,Dapodi Harris Bridge,30.8,34.5,33.5,Positive
1113.0,29-07-2022,"Dapodi, Sai service",0.0,34.7,0.0,Negative
1114.0,29-07-2022,"Wolf Colony, Pimpri",36.5,0.0,37.0,Negative
1115.0,29-07-2022,"Rahatani, New DP road",34.0,40.1,36.2,Negative
1116.0,1/8/2022,"Shivajinagar, Vaidhwadi Nala catchment",28.53,34.93,32.64,Positive
1117.0,1/8/2022,"Shivajinagar, Chaturshrungi Nala Catchment",31.27,36.74,34.63,Positive
1118.0,1/8/2022,Kothrud Sanjeevan hospital,32.26,35.43,35.7,Positive
1119.0,1/8/2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1120.0,1/8/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",29.05,33.95,33.09,Positive
1121.0,1/8/2022,"Bus Depot (main), Kothrud",25.27,30.09,29.46,Positive
1122.0,2/8/2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1123.0,2/8/2022,"Balewadi Phata, Baner",28.16,33.59,32.37,Positive
1124.0,2/8/2022,Aundh,0.0,0.0,0.0,Negative
1125.0,2/8/2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1126.0,2/8/2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1127.0,2/8/2022,"DP road, Botanical Garden, Aundh,",28.57,35.91,32.16,Positive
1128.0,3/8/2022," Dattawadi, Rajaram Bridge",30.75,35.52,34.12,Positive
1129.0,3/8/2022,"Vitthalwadi-Hingne Shantinagar,",29.96,33.32,34.25,Positive
1130.0,3/8/2022," Kasba Peth, Juna Bazaar, Shivajinagar",29.8,34.13,33.43,Positive
1131.0,3/8/2022,"RTO Office, Alandi road, Yerwada",30.7,34.97,33.8,Positive
1132.0,3/8/2022,"Shantinagar, Vishrantwadi",30.09,35.42,33.64,Positive
1133.0,4/8/2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1134.0,4/8/2022,"Shastri Nagar, Pimpri",31.57,38.73,35.33,Positive
1135.0,4/8/2022,"Kasarwadi, Pimple gurav road",36.48,39.2,36.53,Negative
1136.0,4/8/2022,Dapodi-Sangvi,0.0,0.0,36.84,Negative
1137.0,4/8/2022,"60-feet road, Pimple Gurav",28.36,33.93,32.83,Positive
1138.0,5/8/2022,"Rahatani, New DP road",26.31,0.0,0.0,Negative
1139.0,5/8/2022,"Wolf Colony, Pimpri",29.2,35.18,32.98,Positive
1140.0,5/8/2022,"Dapodi, Sai service",33.19,39.22,36.74,Negative
1141.0,5/8/2022,Dapodi Harris Bridge,0.0,0.0,0.0,
1142.0,8/8/2022,"Shivajinagar, Vaidhwadi Nala catchment",31.27,37.03,36.59,Negative
1143.0,8/8/2022,"Shivajinagar, Chaturshrungi Nala Catchment",30.42,37.39,34.57,Positive
1144.0,8/8/2022,Kothrud Sanjeevan hospital,31.64,38.5,38.95,Negative
1145.0,8/8/2022,Kothrud Karve road,32.99,37.37,36.25,Positive
1146.0,8/8/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",30.42,35.86,34.04,Positive
1147.0,8/8/2022,"Bus Depot (main), Kothrud",31.21,0.0,36.27,Negative
1148.0,9/8/2022,"Mahalunge Road, Baner",24.9,27.87,0.0,Positive
1149.0,9/8/2022,"Balewadi Phata, Baner",28.76,34.31,32.46,Positive
1150.0,9/8/2022,Aundh,33.1,36.15,34.64,Positive
1151.0,9/8/2022,"  Someshwarwadi, Pashan",37.7,0.0,38.99,Negative
1152.0,9/8/2022," Jai Bhavani Nagar, Pashan",40.86,0.0,0.0,Negative
1153.0,9/8/2022,"DP road, Botanical Garden, Aundh,",28.87,36.59,32.34,Positive
1154.0,10/8/2022,"Shantinagar, Vishrantwadi",30.08,36.21,33.57,Positive
1155.0,10/8/2022,"RTO Office, Alandi road, Yerwada",30.96,36.77,33.79,Positive
1156.0,10/8/2022," Kasba Peth, Juna Bazaar, Shivajinagar",28.53,33.59,32.4,Positive
1157.0,10/8/2022," Dattawadi, Rajaram Bridge",32.3,32.89,33.4,Positive
1158.0,10/8/2022,Vitthalwadi-Hingne Shantinagar,30.11,35.49,32.42,Positive
1159.0,12/8/2022,"Aditya Birla Hospital Road, Under bridge",40.72,0.0,35.87,Negative
1160.0,12/8/2022,"Shastri Nagar, Pimpri",36.63,38.79,33.44,Negative
1161.0,12/8/2022,"Kasarwadi, Pimple gurav road",38.37,37.13,34.25,Negative
1162.0,12/8/2022,Dapodi-Sangvi,29.81,0.0,0.0,Negative
1163.0,16-08-2022,"Mahalunge Road, Baner",35.62,38.26,38.9,Negative
1164.0,16-08-2022,"Balewadi Phata, Baner",31.56,34.32,31.43,Positive
1165.0,16-08-2022,Aundh,0.0,34.61,25.42,Positive
1166.0,16-08-2022,"  Someshwarwadi, Pashan",36.69,0.0,32.98,Negative
1167.0,16-08-2022," Jai Bhavani Nagar, Pashan",0.0,39.69,33.05,Negative
1168.0,16-08-2022,"DP road, Botanical Garden, Aundh,",38.26,32.43,32.89,Positive
1169.0,17-08-2022," Dattawadi, Rajaram Bridge",29.39,31.87,30.53,Positive
1170.0,17-08-2022,Vitthalwadi-Hingne Shantinagar,29.34,34.62,30.89,Positive
1171.0,17-08-2022," Kasba Peth, Juna Bazaar, Shivajinagar",32.77,0.0,32.55,Positive
1172.0,17-08-2022,"Shantinagar, Vishrantwadi",38.36,36.17,33.74,Negative
1173.0,18-08-2022,"Aditya Birla Hospital Road, Under bridge",0.0,37.79,39.61,Negative
1174.0,18-08-2022,"Shastri Nagar, Pimpri",32.25,38.86,32.81,Positive
1175.0,18-08-2022,"Kasarwadi, Pimple gurav road",31.06,36.38,33.22,Positive
1176.0,18-08-2022,Dapodi-Sangvi,19.31,37.96,37.58,Negative
1177.0,19-08-2022,"Rahatani, New DP road",33.88,0.0,37.11,Negative
1178.0,19-08-2022,"Dapodi, Sai service",33.87,0.0,0.0,Negative
1179.0,19-08-2022,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1180.0,22-08-2022,"Shivajinagar, Vaidhwadi Nala catchment",29.45,37.28,32.87,Positive
1181.0,22-08-2022,"Shivajinagar, Chaturshrungi Nala Catchment",30.07,39.21,32.75,Positive
1182.0,22-08-2022,Kothrud Sanjeevan hospital,26.72,35.61,30.46,Positive
1183.0,22-08-2022,Kothrud Karve road,0.0,0.0,37.19,Negative
1184.0,22-08-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",28.19,34.65,31.85,Positive
1185.0,23-08-2022,"Mahalunge Road, Baner",0.0,0.0,40.87,Negative
1186.0,23-08-2022,"Balewadi Phata, Baner",34.77,0.0,36.53,Negative
1187.0,23-08-2022,Aundh,0.0,0.0,0.0,Negative
1188.0,23-08-2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1189.0,23-08-2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1190.0,23-08-2022,"DP road, Botanical Garden, Aundh,",28.34,32.77,33.98,Positive
1191.0,24-08-2022,Dapodi-Sangvi,29.85,38.12,0.0,Negative
1192.0,24-08-2022,"Kasarwadi, Pimple gurav road",0.0,0.0,34.91,Negative
1193.0,24-08-2022,"Shastri Nagar, Pimpri",32.88,0.0,35.73,Negative
1194.0,25-08-2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,38.73,Negative
1195.0,25-08-2022," Dattawadi, Rajaram Bridge",35.56,0.0,37.84,Negative
1196.0,25-08-2022,Vitthalwadi-Hingne Shantinagar,39.77,0.0,35.55,Negative
1197.0,25-08-2022," Kasba Peth, Juna Bazaar, Shivajinagar",33.13,38.45,34.36,Positive
1198.0,26-08-2022,"Shantinagar, Vishrantwadi",29.57,35.24,32.45,Positive
1199.0,26-08-2022,"Rahatani, New DP road",0.0,35.98,32.83,Negative
1200.0,26-08-2022,"Dapodi, Sai service",0.0,0.0,0.0,Negative
1201.0,26-08-2022,Dapodi Harris Bridge,33.72,0.0,35.25,Negative
1202.0,29-08-2022,"Shivajinagar, Vaidhwadi Nala catchment",29.7,36.55,32.23,Positive
1203.0,29-08-2022,"Shivajinagar, Chaturshrungi Nala Catchment",28.66,34.63,31.83,Positive
1204.0,29-08-2022,Kothrud Sanjeevan hospital,33.38,39.26,36.34,Negative
1205.0,29-08-2022,Kothrud Karve road,30.59,35.35,33.39,Positive
1206.0,29-08-2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",27.39,33.95,31.36,Positive
1207.0,29-08-2022,"Bus Depot (main), Kothrud",26.67,34.69,30.34,Positive
1208.0,30-08-2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1209.0,30-08-2022,"Balewadi Phata, Baner",29.5,32.68,31.64,Positive
1210.0,30-08-2022,Aundh,27.29,0.0,0.0,Negative
1211.0,30-08-2022,"  Someshwarwadi, Pashan",33.68,0.0,0.0,Negative
1212.0,30-08-2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1213.0,1/9/2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
1214.0,1/9/2022,"Shastri Nagar, Pimpri",29.6,36.02,32.51,Positive
1215.0,1/9/2022,"Kasarwadi, Pimple gurav road",32.68,35.49,34.41,Positive
1216.0,1/9/2022,"60-feet road, Pimple Gurav",28.84,33.29,31.23,Positive
1217.0,1/9/2022,Dapodi-Sangvi,0.0,0.0,0.0,Negative
1218.0,2/9/2022,"Rahatani, New DP road",37.36,0.0,37.04,Negative
1219.0,2/9/2022,"Dapodi, Sai service",34.46,0.0,36.61,Negative
1220.0,2/9/2022,Dapodi Harris Bridge,0.0,0.0,0.0,Negative
1221.0,5/9/2022,"Shivajinagar, Vaidhwadi Nala catchment",29.13,37.85,33.3,Positive
1222.0,5/9/2022,"Shivajinagar, Chaturshrungi Nala Catchment",29.25,36.44,33.52,Positive
1223.0,5/9/2022,Kothrud Sanjeevan hospital,31.15,36.35,33.8,Positive
1224.0,5/9/2022,Kothrud Karve road,0.0,0.0,0.0,Negative
1225.0,5/9/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",30.85,38.21,34.41,Positive
1226.0,5/9/2022,"Bus Depot (main), Kothrud",30.51,0.0,34.33,Positive
1227.0,6/9/2022,"Mahalunge Road, Baner",32.03,0.0,39.63,Negative
1228.0,6/9/2022,"Balewadi Phata, Baner",38.92,0.0,0.0,Negative
1229.0,6/9/2022,Aundh,0.0,0.0,0.0,Negative
1230.0,6/9/2022,"  Someshwarwadi, Pashan",29.27,0.0,0.0,Negative
1231.0,6/9/2022,"DP road, Botanical Garden, Aundh,",33.46,0.0,34.44,Positive
1232.0,7/9/2022," Dattawadi, Rajaram Bridge",0.0,0.0,0.0,Negative
1233.0,7/9/2022,Vitthalwadi-Hingne Shantinagar,28.62,38.61,30.83,Positive
1234.0,7/9/2022," Kasba Peth, Juna Bazaar, Shivajinagar",0.0,0.0,35.37,Negative
1235.0,7/9/2022,"Shantinagar, Vishrantwadi",26.69,34.38,29.39,Positive
1236.0,8/9/2022,"Aditya Birla Hospital Road, Under bridge",29.49,0.0,32.59,Positive
1237.0,8/9/2022,"Shastri Nagar, Pimpri",28.0,35.9,30.73,Positive
1238.0,8/9/2022,"Kasarwadi, Pimple gurav road",29.27,36.88,31.92,Positive
1239.0,8/9/2022,Dapodi-Sangvi,40.71,0.0,36.27,Negative
1240.0,12/9/2022,"Shivajinagar, Vaidhwadi Nala catchment",30.2,0.0,33.3,Positive
1241.0,12/9/2022,"Shivajinagar, Chaturshrungi Nala Catchment",28.1,38.7,33.3,Positive
1242.0,12/9/2022,Kothrud Sanjeevan hospital,32.8,0.0,35.8,Positive
1243.0,12/9/2022,Kothrud Karve road,32.7,0.0,35.4,Positive
1244.0,12/9/2022,"Warje, Mumbai-Bangalore Highway, Open Land below bridge",28.6,0.0,34.3,Positive
1245.0,12/9/2022,"Bus Depot (main), Kothrud",28.2,39.0,31.4,Positive
1246.0,13-09-2022,"Mahalunge Road, Baner",0.0,0.0,0.0,Negative
1247.0,13-09-2022,"Balewadi Phata, Baner",28.5,37.3,32.0,Positive
1248.0,13-09-2022,Aundh,38.6,0.0,0.0,Negative
1249.0,13-09-2022,"  Someshwarwadi, Pashan",0.0,0.0,0.0,Negative
1250.0,13-09-2022," Jai Bhavani Nagar, Pashan",0.0,0.0,0.0,Negative
1251.0,13-09-2022,"DP road, Botanical Garden, Aundh,",30.0,36.7,33.4,Positive
1252.0,14-09-2022," Dattawadi, Rajaram Bridge",29.5,0.0,34.8,Positive
1253.0,14-09-2022,Vitthalwadi-Hingne Shantinagar,38.9,0.0,0.0,Negative
1254.0,14-09-2022," Kasba Peth, Juna Bazaar, Shivajinagar",32.0,0.0,35.6,Positive
1255.0,14-09-2022,"Shantinagar, Vishrantwadi",0.0,0.0,0.0,Negative
1256.0,15-09-2022,"Aditya Birla Hospital Road, Under bridge",0.0,0.0,0.0,Negative
